Product name,Manufacture date,Quantity,Discount
Canned Tomatoes,2023-06-09,134,12
Pepsi,2022-01-24,127,13
Can of Tuna,2022-07-08,247,18
Canned Mushrooms,2023-02-01,293,11
Nestea,2022-04-08,284,20
Nestea,2022-05-23,217,19
Fanta,2022-02-23,133,12
Canned Tomatoes,2022-08-04,280,19
Canned Tomatoes,2022-07-10,76,12
Canned Beans,2022-12-27,202,18
Rum,2023-11-28,184,7
Canned Tomatoes,2023-10-15,279,10
Rum,2023-04-21,1,7
Can of Tuna,2022-02-08,24,17
Canned Peas,2022-03-02,288,18
Canned Peas,2023-12-24,134,0
Rum,2022-06-09,238,18
Canned Pineapple,2022-08-16,281,18
Whiskey,2023-01-07,216,20
Rice,2023-05-02,131,9
Nestea,2022-11-03,25,17
Canned Tomatoes,2023-07-03,202,14
Canned Corn,2023-02-06,156,15
Whiskey,2023-06-10,223,12
Whiskey,2022-02-08,188,19
Canned Olives,2023-10-15,227,10
Sprite,2022-10-25,223,19
Canned Olives,2023-12-29,4,0
Rice,2022-01-09,268,18
Coca-Cola,2023-08-01,254,9
Pepsi,2023-06-12,181,15
Pepsi,2022-08-24,135,17
Canned Beans,2022-08-30,219,18
Coca-Cola,2022-08-21,112,14
Vodka,2022-05-09,81,12
Rum,2023-03-20,205,14
Rum,2022-08-21,95,13
Rice,2022-01-22,281,18
Rice,2022-04-19,224,20
Rum,2022-07-22,210,19
Canned Peas,2022-05-06,135,17
Nestea,2022-10-30,273,18
Whiskey,2023-07-04,79,13
Canned Peas,2023-02-12,196,14
Canned Mushrooms,2022-12-22,273,19
Rum,2023-10-26,46,0
Rice,2023-01-13,246,19
Canned Olives,2022-04-09,194,18
Spaghetti,2023-06-15,151,13
Pepsi,2022-07-27,64,14
Canned Olives,2023-06-26,134,13
Rice,2023-09-09,190,8
Spaghetti,2022-07-23,237,20
Nestea,2023-03-11,108,10
Canned Pineapple,2022-10-16,180,18
Canned Mushrooms,2023-11-27,208,6
Canned Beans,2022-05-12,242,19
Canned Tomatoes,2022-08-10,192,20
Canned Mushrooms,2022-06-25,95,13
Canned Corn,2022-06-18,44,14
Pepsi,2022-03-12,163,19
Spaghetti,2022-08-29,131,16
Coca-Cola,2023-06-01,62,7
Rum,2022-05-12,163,18
Rum,2022-10-01,93,14
Fanta,2023-08-12,44,0
Canned Olives,2023-04-25,43,13
Nestea,2022-02-04,122,13
Canned Beans,2022-09-29,113,16
Canned Mushrooms,2023-12-23,20,0
Nestea,2022-01-12,27,16
Fanta,2023-07-02,75,10
Canned Tomatoes,2023-06-16,294,16
Canned Corn,2023-01-26,231,18
Canned Mushrooms,2022-11-09,142,13
Canned Soup,2023-08-12,81,0
Canned Peas,2023-04-28,267,12
Canned Pineapple,2023-11-05,153,6
Canned Tomatoes,2023-09-22,273,9
Pasta,2023-11-06,250,6
Vodka,2023-06-12,203,16
Canned Beans,2022-10-05,205,20
Canned Pineapple,2022-10-15,80,12
Canned Tomatoes,2023-07-07,24,14
Rice,2022-06-21,164,19
Spaghetti,2023-01-20,243,20
Can of Tuna,2022-08-16,55,14
Canned Tomatoes,2022-04-17,222,19
Spaghetti,2022-10-12,283,19
Vodka,2022-01-25,161,20
Canned Pineapple,2023-02-01,21,11
Canned Peas,2022-09-28,249,18
Canned Corn,2023-01-19,103,17
Whiskey,2023-12-26,251,5
Canned Mushrooms,2022-05-26,141,14
Fanta,2023-04-03,177,16
Canned Olives,2022-07-06,4,13
Rice,2022-03-13,154,18
Pepsi,2023-10-17,252,10
Vodka,2022-09-26,295,20
Canned Corn,2023-01-03,230,19
Canned Corn,2023-10-24,242,6
Canned Corn,2022-10-13,266,18
Canned Pineapple,2022-05-17,198,18
Nestea,2023-11-03,69,0
Rice,2022-01-18,88,14
Canned Peas,2022-05-20,85,12
Canned Olives,2023-01-11,136,17
Coca-Cola,2022-07-30,140,15
Rice,2022-01-24,27,16
Canned Corn,2022-05-16,235,20
Sprite,2023-10-24,178,8
Spaghetti,2023-01-10,111,17
Fanta,2022-04-15,212,19
Pepsi,2022-12-02,128,12
Pepsi,2023-09-26,242,9
Canned Soup,2023-06-02,80,11
Rum,2022-08-11,3,15
Can of Tuna,2022-09-26,258,18
Canned Peas,2022-12-24,166,20
Canned Olives,2023-08-09,5,0
Rum,2023-11-17,180,7
Fanta,2022-01-03,214,19
Canned Mushrooms,2022-10-23,297,18
Canned Pineapple,2023-04-03,233,11
Canned Soup,2022-07-31,276,20
Canned Soup,2022-01-12,31,13
Coca-Cola,2023-07-28,242,11
Rice,2022-07-04,133,13
Canned Soup,2023-10-01,134,0
Vodka,2022-01-29,73,17
Canned Soup,2023-11-24,277,7
Canned Peas,2023-09-18,98,0
Whiskey,2023-07-21,100,6
Vodka,2022-06-18,28,15
Whiskey,2022-07-16,112,17
Canned Beans,2023-01-03,84,16
Canned Beans,2022-02-26,17,15
Pasta,2022-04-24,73,16
Rum,2023-11-10,240,7
Pepsi,2023-02-03,252,16
Canned Peas,2023-06-23,91,11
Rum,2022-09-04,14,16
Canned Pineapple,2023-10-02,157,6
Canned Beans,2023-12-13,225,9
Canned Soup,2023-10-27,99,0
Vodka,2023-04-13,6,7
Canned Peas,2022-03-12,73,17
Canned Corn,2023-05-28,174,16
Whiskey,2022-07-03,49,17
Canned Mushrooms,2023-02-07,240,11
Coca-Cola,2023-02-11,32,10
Canned Soup,2023-03-25,156,15
Canned Mushrooms,2023-09-17,250,7
Pasta,2023-09-15,299,6
Whiskey,2022-06-27,163,20
Vodka,2022-08-09,239,18
Canned Corn,2023-03-22,243,13
Vodka,2022-02-06,48,15
Canned Soup,2022-03-13,124,16
Canned Pineapple,2022-05-16,12,16
Coca-Cola,2023-05-26,62,13
Canned Corn,2023-09-26,188,6
Vodka,2022-05-30,127,14
Coca-Cola,2022-11-10,142,16
Rice,2023-09-18,79,0
Canned Pineapple,2022-04-29,151,20
Canned Soup,2023-06-10,249,15
Whiskey,2022-04-02,246,19
Whiskey,2023-11-19,250,9
Whiskey,2022-11-26,54,13
Canned Peas,2023-01-10,248,20
Rum,2023-05-27,137,14
Canned Tomatoes,2023-10-31,106,0
Spaghetti,2023-02-17,266,13
Canned Mushrooms,2023-03-05,115,10
Canned Corn,2022-06-02,31,14
Vodka,2022-04-23,196,20
Can of Tuna,2022-04-19,271,18
Canned Soup,2022-10-26,175,20
Canned Beans,2023-02-26,114,11
Canned Pineapple,2022-04-23,158,20
Spaghetti,2022-09-20,61,17
Canned Peas,2023-03-30,137,14
Canned Mushrooms,2022-05-17,54,14
Pasta,2023-10-17,107,0
Can of Tuna,2022-12-25,197,19
Can of Tuna,2023-08-15,208,8
Canned Olives,2023-09-26,223,5
Canned Beans,2023-03-21,218,11
Pasta,2022-07-11,11,17
Canned Corn,2023-07-07,74,12
Canned Corn,2023-10-17,175,5
Coca-Cola,2022-07-14,34,17
Canned Mushrooms,2022-09-27,291,18
Rice,2023-10-27,5,0
Can of Tuna,2023-02-17,93,12
Canned Pineapple,2022-02-14,34,13
Rice,2022-02-04,92,15
Spaghetti,2023-05-03,15,11
Canned Pineapple,2023-05-18,267,16
Whiskey,2022-11-30,165,20
Canned Soup,2023-03-28,282,13
Canned Soup,2022-07-05,248,20
Canned Mushrooms,2023-09-10,126,0
Vodka,2022-12-13,235,18
Canned Pineapple,2023-06-16,110,6
Rice,2022-08-31,40,12
Pepsi,2022-04-23,185,20
Canned Olives,2023-02-17,262,15
Pepsi,2023-09-24,130,0
Canned Soup,2023-11-24,132,0
Pepsi,2023-05-04,20,9
Spaghetti,2022-01-29,97,15
Can of Tuna,2022-08-23,5,16
Coca-Cola,2022-06-11,278,18
Can of Tuna,2022-11-13,268,19
Whiskey,2022-12-29,150,16
Rice,2023-05-14,88,12
Canned Peas,2023-03-04,153,15
Vodka,2023-09-03,257,6
Pepsi,2023-11-06,137,0
Canned Pineapple,2022-04-23,168,18
Rice,2022-03-09,181,19
Sprite,2022-12-19,233,20
Rice,2022-09-24,90,16
Canned Soup,2023-10-19,270,9
Canned Corn,2023-11-23,142,0
Spaghetti,2023-04-28,197,14
Canned Mushrooms,2023-09-15,231,8
Canned Corn,2023-06-13,219,15
Can of Tuna,2023-06-06,283,15
Rum,2022-07-08,40,14
Spaghetti,2022-07-17,116,14
Rice,2023-02-22,82,11
Canned Olives,2022-01-19,250,18
Canned Tomatoes,2023-11-16,167,8
Sprite,2023-12-10,163,9
Canned Pineapple,2022-05-29,8,12
Canned Peas,2023-12-16,181,10
Whiskey,2022-04-04,176,20
Fanta,2023-08-17,64,0
Rice,2023-10-08,289,8
Canned Olives,2022-09-12,237,18
Canned Pineapple,2022-08-15,58,16
Sprite,2023-01-03,253,19
Nestea,2022-10-01,113,12
Nestea,2023-09-23,158,6
Rum,2023-11-10,262,8
Canned Tomatoes,2023-07-02,263,13
Rum,2022-03-27,33,16
Rice,2022-01-02,14,16
Pasta,2023-09-08,191,5
Canned Beans,2022-08-07,65,17
Canned Mushrooms,2023-09-11,264,10
Vodka,2022-04-30,111,12
Rice,2023-06-17,77,12
Can of Tuna,2023-07-23,144,9
Whiskey,2022-02-21,247,19
Rice,2023-11-14,253,9
Rice,2023-05-24,233,15
Canned Mushrooms,2022-11-19,177,20
Canned Olives,2023-09-03,97,0
Can of Tuna,2023-08-29,63,0
Canned Pineapple,2022-09-09,202,18
Canned Soup,2022-04-06,228,18
Canned Tomatoes,2023-09-15,106,0
Canned Soup,2023-07-08,166,14
Canned Pineapple,2022-10-30,75,12
Nestea,2023-01-16,163,19
Pasta,2022-10-17,183,18
Whiskey,2023-10-23,104,0
Canned Peas,2023-03-12,150,12
Rice,2023-04-10,127,11
Fanta,2023-08-23,84,0
Fanta,2022-07-19,36,17
Vodka,2022-03-11,123,13
Fanta,2022-04-23,76,17
Canned Olives,2023-08-08,244,9
Canned Beans,2022-07-13,13,17
Rice,2023-07-16,82,8
Canned Pineapple,2023-12-03,146,0
Canned Corn,2022-09-26,60,13
Sprite,2022-09-03,266,18
Canned Tomatoes,2022-01-01,101,12
Pepsi,2022-10-26,260,20
Rum,2022-09-28,105,16
Fanta,2022-02-06,272,20
Canned Tomatoes,2022-01-31,31,14
Pepsi,2023-06-02,253,12
Coca-Cola,2022-10-31,271,18
Sprite,2023-12-28,8,0
Vodka,2023-12-12,280,8
Pepsi,2023-06-13,219,11
Canned Tomatoes,2023-10-06,111,0
Canned Peas,2023-02-22,172,12
Canned Olives,2023-05-07,253,13
Rice,2023-01-11,252,18
Canned Soup,2023-02-02,184,15
Canned Olives,2023-05-07,73,12
Vodka,2022-09-03,233,19
Coca-Cola,2022-07-06,147,15
Canned Tomatoes,2023-03-28,117,14
Sprite,2023-05-30,190,10
Fanta,2022-03-01,186,19
Canned Olives,2023-09-08,63,0
Canned Tomatoes,2023-01-16,109,17
Sprite,2023-05-22,90,10
Nestea,2023-03-13,79,9
Sprite,2022-02-05,273,18
Canned Mushrooms,2022-03-06,300,18
Fanta,2022-08-19,39,16
Vodka,2022-11-05,234,18
Canned Soup,2022-03-03,87,17
Pepsi,2022-04-21,168,19
Canned Peas,2023-11-07,119,0
Pepsi,2023-11-19,62,0
Canned Beans,2022-11-11,205,18
Fanta,2022-01-24,246,20
Canned Soup,2022-03-17,165,19
Whiskey,2023-07-19,233,10
Canned Mushrooms,2023-07-16,192,12
Pasta,2022-05-23,54,17
Canned Beans,2023-04-02,97,7
Canned Peas,2022-10-19,237,18
Canned Tomatoes,2022-02-17,93,12
Coca-Cola,2023-05-04,267,16
Pasta,2022-03-05,44,13
Can of Tuna,2022-10-18,14,14
Canned Tomatoes,2023-08-23,224,6
Coca-Cola,2023-05-09,265,10
Pasta,2023-12-15,27,0
Canned Soup,2023-04-19,188,11
Canned Corn,2022-01-19,261,20
Nestea,2022-08-15,125,12
Vodka,2023-10-20,195,10
Nestea,2023-07-08,269,10
Can of Tuna,2023-12-19,284,5
Canned Pineapple,2023-08-06,288,7
Fanta,2023-05-12,277,11
Canned Pineapple,2023-01-03,176,20
Pasta,2023-01-01,257,18
Canned Pineapple,2022-03-21,97,17
Canned Tomatoes,2023-04-03,129,11
Canned Corn,2022-01-10,189,18
Pepsi,2023-11-12,168,7
Pepsi,2022-05-26,188,18
Sprite,2023-01-31,56,14
Canned Tomatoes,2022-04-10,274,18
Rice,2022-12-14,287,20
Sprite,2022-08-11,17,17
Pepsi,2023-02-02,259,10
Canned Corn,2022-07-24,243,19
Sprite,2023-10-13,290,7
Canned Mushrooms,2023-03-24,136,13
Spaghetti,2023-02-12,3,13
Nestea,2023-12-15,73,0
Spaghetti,2023-01-21,92,13
Canned Corn,2022-05-26,3,16
Pasta,2023-08-12,209,7
Can of Tuna,2022-12-20,243,18
Fanta,2023-09-29,137,0
Rum,2022-12-31,43,12
Spaghetti,2023-12-30,181,5
Sprite,2022-02-21,48,13
Coca-Cola,2022-04-08,161,18
Canned Olives,2022-07-11,244,20
Canned Olives,2022-06-21,135,16
Whiskey,2023-07-09,62,13
Whiskey,2023-04-04,139,11
Nestea,2022-05-04,84,14
Canned Peas,2022-05-09,14,15
Canned Corn,2023-11-19,295,5
Sprite,2023-09-16,131,0
Nestea,2023-02-12,122,12
Canned Beans,2022-03-29,58,12
Canned Beans,2022-04-04,246,19
Coca-Cola,2023-06-21,236,15
Coca-Cola,2023-07-17,158,13
Can of Tuna,2023-06-11,183,11
Canned Mushrooms,2023-06-01,25,10
Canned Corn,2022-05-12,247,18
Sprite,2023-04-16,20,8
Rice,2023-06-20,235,11
Canned Corn,2022-08-22,100,14
Pepsi,2022-09-17,260,19
Vodka,2023-05-06,261,13
Fanta,2022-01-14,126,16
Pasta,2023-10-18,62,0
Nestea,2023-11-03,177,7
Spaghetti,2023-09-01,256,9
Nestea,2022-04-12,99,12
Rum,2022-05-24,184,20
Canned Pineapple,2023-10-09,297,9
Canned Beans,2023-04-02,250,11
Canned Mushrooms,2022-05-19,58,14
Coca-Cola,2022-08-26,199,18
Canned Tomatoes,2023-10-11,97,0
Canned Mushrooms,2023-02-22,177,10
Canned Beans,2022-10-02,223,20
Canned Pineapple,2023-11-20,239,9
Canned Olives,2022-09-21,140,17
Vodka,2023-06-02,241,13
Sprite,2023-02-08,37,7
Canned Olives,2023-10-25,80,0
Pasta,2023-04-23,164,13
Canned Mushrooms,2023-04-10,239,15
Canned Beans,2022-03-02,203,18
Canned Pineapple,2022-12-23,139,12
Canned Peas,2022-07-05,75,14
Canned Mushrooms,2022-07-09,116,16
Canned Beans,2022-12-05,71,14
Fanta,2023-04-23,205,10
Canned Corn,2023-08-11,217,6
Canned Pineapple,2023-04-30,188,13
Canned Mushrooms,2023-01-31,86,13
Nestea,2022-01-13,101,12
Canned Soup,2023-05-31,95,14
Canned Tomatoes,2022-03-05,293,18
Canned Mushrooms,2022-04-08,9,12
Rice,2023-09-21,12,0
Rum,2022-09-05,91,13
Canned Mushrooms,2022-08-03,268,20
Canned Peas,2022-03-06,125,17
Spaghetti,2022-06-01,285,18
Canned Soup,2022-04-06,4,15
Canned Mushrooms,2022-06-30,253,18
Fanta,2022-11-16,243,18
Canned Pineapple,2022-12-28,169,18
Canned Mushrooms,2022-02-08,111,14
Rice,2023-12-02,177,10
Canned Pineapple,2022-06-13,286,20
Canned Peas,2022-08-19,133,13
Canned Pineapple,2023-03-15,267,16
Can of Tuna,2022-03-20,152,19
Canned Beans,2023-07-18,244,11
Canned Beans,2023-08-02,298,10
Spaghetti,2023-07-05,62,12
Canned Peas,2023-04-14,297,11
Canned Mushrooms,2022-02-08,190,20
Rice,2022-01-01,101,16
Can of Tuna,2023-04-19,81,14
Coca-Cola,2023-02-06,231,15
Coca-Cola,2022-01-04,296,20
Coca-Cola,2022-07-27,46,12
Canned Beans,2022-10-13,31,15
Rice,2023-11-12,16,0
Canned Beans,2023-11-30,9,0
Spaghetti,2022-10-21,260,19
Canned Peas,2022-02-16,15,15
Vodka,2023-06-13,176,13
Rice,2023-08-28,159,6
Coca-Cola,2022-05-29,244,19
Canned Tomatoes,2022-08-27,288,19
Canned Corn,2023-03-04,24,10
Canned Corn,2022-08-30,189,20
Nestea,2022-12-05,157,20
Canned Beans,2022-05-07,127,12
Can of Tuna,2023-11-21,208,5
Canned Beans,2022-01-19,219,19
Spaghetti,2022-11-07,58,13
Canned Tomatoes,2023-05-13,277,13
Pasta,2022-05-04,29,13
Pepsi,2022-02-03,171,19
Rum,2023-09-16,94,0
Rum,2023-03-29,266,11
Pepsi,2022-04-26,207,19
Canned Peas,2023-09-11,120,0
Pasta,2023-10-19,6,0
Pepsi,2023-03-16,65,13
Pasta,2023-09-04,161,8
Canned Corn,2023-11-13,127,0
Coca-Cola,2023-04-01,33,9
Fanta,2023-07-26,156,13
Nestea,2022-12-15,44,16
Can of Tuna,2023-12-02,159,8
Sprite,2023-11-01,266,8
Canned Pineapple,2023-12-22,236,8
Whiskey,2023-09-04,226,6
Whiskey,2023-04-03,285,13
Rum,2023-07-23,257,10
Sprite,2023-03-16,140,7
Canned Beans,2023-05-31,83,10
Vodka,2023-09-21,125,0
Canned Soup,2022-07-18,119,17
Fanta,2022-06-28,52,17
Canned Peas,2023-06-12,102,11
Sprite,2023-11-27,130,0
Coca-Cola,2023-01-09,283,18
Pepsi,2022-12-22,125,14
Spaghetti,2022-04-26,262,19
Spaghetti,2023-09-05,63,0
Whiskey,2022-03-29,120,17
Fanta,2022-10-25,76,12
Rice,2023-10-24,125,0
Pasta,2023-05-11,269,12
Rum,2023-12-16,197,10
Canned Tomatoes,2022-06-28,11,13
Canned Mushrooms,2022-04-06,199,20
Coca-Cola,2023-12-12,219,10
Canned Mushrooms,2022-01-26,245,19
Pepsi,2022-06-04,188,20
Canned Corn,2023-04-04,82,7
Spaghetti,2023-02-20,297,15
Rice,2023-12-19,133,0
Canned Corn,2023-07-22,54,9
Fanta,2022-05-10,17,12
Sprite,2023-05-13,260,11
Vodka,2022-07-25,242,20
Canned Soup,2023-03-31,111,9
Rice,2023-06-21,181,16
Nestea,2022-07-31,247,20
Whiskey,2022-10-13,92,14
Can of Tuna,2022-01-31,290,18
Canned Tomatoes,2023-07-06,242,10
Spaghetti,2023-12-09,206,9
Spaghetti,2023-06-28,172,11
Sprite,2022-01-24,6,13
Vodka,2022-11-03,134,15
Canned Peas,2022-04-26,86,14
Canned Beans,2023-09-14,6,0
Fanta,2023-07-02,103,6
Canned Tomatoes,2022-05-04,283,19
Spaghetti,2023-07-14,293,10
Pepsi,2022-01-22,168,18
Coca-Cola,2022-02-07,118,14
Coca-Cola,2023-12-17,45,0
Canned Tomatoes,2023-02-21,215,12
Canned Pineapple,2023-10-25,97,0
Whiskey,2022-01-31,94,12
Pepsi,2022-07-12,64,12
Pasta,2022-09-05,283,19
Pepsi,2023-10-21,58,0
Pepsi,2023-11-08,299,8
Vodka,2023-02-25,86,7
Pepsi,2023-03-22,278,10
Canned Olives,2022-02-08,296,19
Vodka,2022-02-27,100,16
Canned Olives,2022-12-22,167,19
Canned Mushrooms,2022-11-04,267,19
Nestea,2023-11-26,43,0
Coca-Cola,2022-01-20,132,15
Canned Soup,2023-04-15,9,14
Pasta,2023-05-15,89,9
Whiskey,2023-08-01,243,5
Sprite,2023-06-04,221,16
Rum,2022-09-04,9,14
Canned Corn,2023-01-19,250,19
Canned Soup,2023-07-18,300,12
Sprite,2023-11-21,38,0
Fanta,2023-03-20,26,7
Nestea,2022-07-21,191,20
Spaghetti,2022-01-06,16,13
Fanta,2022-03-25,113,16
Rum,2023-03-08,225,12
Canned Tomatoes,2023-05-13,203,14
Can of Tuna,2023-05-22,80,14
Canned Pineapple,2023-07-25,142,12
Canned Soup,2023-12-21,216,5
Canned Corn,2022-11-01,79,16
Canned Corn,2023-08-08,287,9
Canned Tomatoes,2022-05-25,232,19
Pasta,2023-08-17,95,0
Canned Beans,2023-05-29,104,7
Fanta,2023-03-09,137,10
Canned Beans,2022-04-15,206,19
Canned Beans,2022-03-07,158,19
Canned Pineapple,2022-03-24,65,13
Coca-Cola,2022-04-04,164,19
Can of Tuna,2022-05-03,244,20
Coca-Cola,2022-08-26,25,15
Canned Pineapple,2023-07-01,17,12
Canned Beans,2023-05-24,19,6
Canned Pineapple,2023-03-19,182,14
Pepsi,2023-07-10,103,9
Rice,2022-08-01,292,18
Can of Tuna,2023-10-08,150,0
Coca-Cola,2022-08-16,150,13
Rum,2022-05-26,108,13
Pasta,2022-11-22,216,18
Rum,2023-06-07,78,7
Sprite,2023-01-25,201,18
Canned Mushrooms,2023-07-21,26,9
Nestea,2022-04-07,126,17
Can of Tuna,2023-07-07,273,13
Nestea,2023-07-22,238,16
Pasta,2023-12-11,123,0
Canned Tomatoes,2022-02-11,118,17
Canned Olives,2023-05-09,278,12
Rice,2022-10-04,207,19
Vodka,2022-05-29,57,16
Rum,2023-06-04,233,10
Vodka,2023-12-22,156,6
Spaghetti,2022-01-26,184,18
Canned Tomatoes,2023-04-18,184,14
Rum,2023-07-18,261,11
Canned Tomatoes,2022-05-20,207,20
Canned Peas,2023-03-19,4,11
Canned Peas,2022-09-21,45,17
Fanta,2022-10-29,141,14
Canned Olives,2022-07-29,164,19
Canned Olives,2022-01-02,232,18
Can of Tuna,2022-08-20,22,13
Fanta,2023-02-07,129,12
Pasta,2023-06-17,165,15
Fanta,2023-05-12,21,9
Nestea,2022-05-28,25,15
Pepsi,2023-07-15,289,14
Canned Mushrooms,2022-10-13,71,15
Whiskey,2022-01-19,109,12
Canned Peas,2022-11-06,206,19
Canned Corn,2022-06-17,168,19
Fanta,2022-04-25,265,20
Canned Beans,2022-09-15,40,15
Canned Beans,2022-06-21,216,20
Rice,2022-01-07,67,16
Whiskey,2023-12-23,68,0
Sprite,2023-10-23,36,0
Canned Mushrooms,2023-06-05,66,13
Canned Tomatoes,2023-01-03,252,20
Nestea,2022-01-28,44,14
Canned Peas,2023-12-23,92,0
Canned Peas,2022-03-27,299,18
Vodka,2023-08-28,239,9
Canned Tomatoes,2023-09-15,115,0
Canned Mushrooms,2023-08-02,188,8
Canned Beans,2022-03-11,103,12
Rum,2023-05-29,194,11
Canned Olives,2022-01-24,74,14
Fanta,2022-10-02,42,13
Canned Pineapple,2023-08-14,156,8
Canned Corn,2022-12-09,300,18
Canned Beans,2023-03-15,189,14
Fanta,2023-06-01,60,7
Canned Beans,2023-04-10,13,10
Canned Olives,2022-12-30,71,15
Rice,2022-09-07,20,16
Fanta,2022-12-30,17,15
Canned Peas,2023-05-19,230,15
Vodka,2023-11-20,47,0
Canned Corn,2022-05-06,175,18
Canned Beans,2022-04-04,152,19
Canned Corn,2022-02-02,121,15
Canned Olives,2023-03-26,203,11
Canned Mushrooms,2022-08-14,199,19
Coca-Cola,2022-07-19,55,17
Whiskey,2023-07-23,28,12
Canned Mushrooms,2022-08-25,112,15
Canned Mushrooms,2022-11-10,1,17
Sprite,2023-08-03,38,0
Rum,2023-06-15,71,11
Canned Peas,2022-02-06,280,20
Pepsi,2023-07-08,243,15
Pepsi,2022-12-23,216,19
Coca-Cola,2023-08-20,156,10
Sprite,2022-10-14,7,15
Canned Soup,2022-05-01,97,14
Canned Soup,2023-02-26,204,12
Vodka,2022-10-13,39,13
Nestea,2022-05-02,64,16
Canned Soup,2023-08-12,231,9
Can of Tuna,2023-07-06,32,9
Rum,2023-11-05,132,0
Canned Soup,2023-10-22,144,0
Rice,2023-01-25,221,19
Coca-Cola,2022-01-04,240,18
Canned Peas,2023-11-21,210,8
Rum,2023-12-03,262,10
Canned Peas,2023-10-02,65,0
Canned Beans,2022-06-22,54,16
Canned Pineapple,2022-08-24,71,12
Rum,2022-10-30,65,16
Vodka,2022-03-02,24,17
Canned Olives,2022-07-09,152,18
Vodka,2023-03-03,215,14
Whiskey,2023-09-27,117,0
Spaghetti,2023-12-09,32,0
Canned Olives,2023-02-05,226,12
Canned Soup,2022-05-12,267,19
Canned Olives,2022-06-11,77,13
Rice,2022-09-24,295,18
Canned Beans,2022-04-09,37,16
Canned Pineapple,2022-08-29,108,15
Vodka,2023-01-19,221,18
Pepsi,2023-07-27,176,12
Canned Soup,2022-10-31,43,12
Vodka,2023-01-20,87,17
Pepsi,2023-07-23,115,13
Pepsi,2023-05-12,38,10
Pepsi,2023-09-15,233,5
Canned Corn,2023-06-12,276,13
Sprite,2023-08-02,84,0
Spaghetti,2023-07-13,232,10
Canned Peas,2022-07-14,81,12
Canned Peas,2023-01-28,188,20
Coca-Cola,2023-03-27,233,16
Canned Olives,2022-08-08,82,16
Canned Olives,2023-06-03,111,10
Whiskey,2023-05-16,37,9
Coca-Cola,2022-01-12,17,13
Fanta,2022-12-17,293,20
Canned Tomatoes,2022-06-16,156,18
Canned Mushrooms,2022-06-23,80,17
Sprite,2022-02-21,232,18
Rice,2022-08-18,136,12
Can of Tuna,2023-12-21,266,8
Rum,2022-07-04,50,17
Rice,2022-11-24,235,19
Spaghetti,2022-01-02,193,19
Canned Olives,2022-03-28,23,16
Can of Tuna,2023-12-18,234,6
Rice,2022-08-29,71,16
Sprite,2022-02-18,274,19
Fanta,2023-09-21,162,8
Canned Mushrooms,2023-07-07,102,14
Can of Tuna,2023-05-02,63,6
Canned Soup,2022-11-04,36,16
Coca-Cola,2023-03-12,232,15
Canned Pineapple,2022-10-11,249,18
Can of Tuna,2023-02-10,232,15
Fanta,2022-03-04,4,17
Canned Pineapple,2022-12-29,200,19
Canned Beans,2022-11-03,118,13
Canned Tomatoes,2022-05-01,237,18
Spaghetti,2023-03-02,219,12
Rum,2023-10-12,299,5
Canned Pineapple,2023-09-03,107,0
Canned Pineapple,2022-10-24,33,13
Whiskey,2022-05-13,182,18
Pepsi,2022-04-14,165,18
Canned Mushrooms,2022-01-05,218,20
Spaghetti,2022-12-25,30,13
Coca-Cola,2022-03-08,37,17
Can of Tuna,2023-11-19,207,5
Canned Mushrooms,2022-03-24,17,15
Canned Olives,2022-04-05,33,13
Canned Soup,2022-01-04,199,20
Sprite,2022-11-15,31,13
Spaghetti,2023-11-23,227,8
Rum,2023-09-24,47,0
Pepsi,2022-11-20,215,20
Canned Mushrooms,2023-07-27,157,15
Spaghetti,2022-02-01,254,19
Canned Beans,2022-04-05,293,20
Canned Olives,2023-09-07,112,0
Canned Tomatoes,2023-06-20,145,12
Coca-Cola,2023-02-21,231,12
Canned Mushrooms,2023-07-02,290,12
Canned Corn,2022-02-21,285,19
Vodka,2022-01-11,165,19
Canned Olives,2023-09-26,161,10
Spaghetti,2023-08-26,92,0
Nestea,2022-10-15,45,15
Vodka,2023-06-10,147,10
Canned Olives,2022-10-19,114,16
Canned Mushrooms,2022-12-20,132,16
Can of Tuna,2022-12-11,269,19
Vodka,2023-08-25,238,9
Coca-Cola,2022-10-03,28,12
Canned Peas,2023-03-01,24,13
Fanta,2023-11-24,169,8
Canned Olives,2022-05-23,220,20
Rum,2023-07-08,9,7
Canned Peas,2022-05-30,181,20
Canned Peas,2022-03-25,113,15
Pasta,2022-11-23,30,12
Pepsi,2023-05-24,129,11
Rice,2022-12-01,21,17
Pasta,2023-05-17,39,12
Canned Beans,2023-07-15,239,14
Canned Peas,2023-08-21,131,0
Spaghetti,2023-09-24,60,0
Canned Mushrooms,2023-12-21,27,0
Pepsi,2022-08-19,52,13
Whiskey,2023-08-06,287,7
Canned Mushrooms,2022-06-22,220,18
Spaghetti,2023-12-25,185,6
Spaghetti,2023-04-04,149,7
Canned Beans,2023-01-04,26,15
Canned Olives,2023-03-15,5,14
Canned Olives,2022-04-01,94,15
Fanta,2023-08-31,288,5
Canned Olives,2022-11-28,214,20
Rice,2022-03-01,242,20
Canned Beans,2023-12-01,137,0
Canned Pineapple,2022-10-05,102,14
Canned Corn,2022-01-09,167,18
Fanta,2022-12-18,298,19
Fanta,2023-04-13,178,13
Fanta,2023-07-01,256,12
