Product,Category,Quantity,Manufactury Date,Expiry Date,Quantity Sold Last 30 Days,Discount
Chips,Snacks,21,2024-07-23,2024-12-20,14,0
Spinach,Vegetables,42,2024-07-11,2024-07-19,16,38
Beef,Meat,25,2024-07-18,2024-07-25,34,13
Bread,Bakery,10,2024-07-11,2024-07-14,25,12
Chicken,Meat,49,2024-07-10,2024-07-15,39,13
Chips,Snacks,81,2024-07-13,2024-12-10,14,8
Banana,Fruits,12,2024-07-21,2024-07-28,16,11
Beef,Meat,86,2024-07-15,2024-07-22,34,35
Apple,Fruits,40,2024-07-18,2024-08-02,18,31
Shrimp,Seafood,90,2024-07-12,2024-07-18,48,15
Tomato,Vegetables,35,2024-07-16,2024-07-29,38,11
Beef,Meat,72,2024-07-13,2024-07-20,34,41
Tomato,Vegetables,29,2024-07-13,2024-07-26,38,10
Cookies,Snacks,70,2024-07-13,2024-11-10,0,2
Soda,Beverages,91,2024-07-20,2024-10-18,18,8
Chips,Snacks,37,2024-07-13,2024-12-10,14,7
Milk,Dairy,29,2024-07-11,2024-07-21,29,11
Broccoli,Vegetables,21,2024-07-21,2024-08-02,31,13
Chicken,Meat,87,2024-07-22,2024-07-27,39,35
Bread,Bakery,69,2024-07-10,2024-07-13,25,41
Chips,Snacks,84,2024-07-23,2024-12-20,14,2
Yogurt,Dairy,59,2024-07-20,2024-08-01,10,38
Orange,Fruits,54,2024-07-20,2024-08-09,42,9
Chips,Snacks,69,2024-07-13,2024-12-10,14,7
Carrot,Vegetables,21,2024-07-11,2024-07-21,25,19
Chicken,Meat,90,2024-07-14,2024-07-19,39,49
Potato,Vegetables,47,2024-07-10,2024-07-18,46,18
Beef,Meat,73,2024-07-21,2024-07-28,34,35
Fish,Seafood,83,2024-07-17,2024-07-21,32,46
Potato,Vegetables,62,2024-07-23,2024-07-31,46,14
Potato,Vegetables,21,2024-07-20,2024-07-28,46,13
Beef,Meat,44,2024-07-10,2024-07-17,34,18
Milk,Dairy,39,2024-07-22,2024-08-01,29,18
Yogurt,Dairy,35,2024-07-17,2024-07-29,10,37
Chicken,Meat,58,2024-07-17,2024-07-22,39,10
Spinach,Vegetables,86,2024-07-13,2024-07-21,16,34
Chicken,Meat,27,2024-07-21,2024-07-26,39,13
Spinach,Vegetables,94,2024-07-22,2024-07-30,16,47
Chips,Snacks,26,2024-07-20,2024-12-17,14,0
Beef,Meat,38,2024-07-11,2024-07-18,34,14
Broccoli,Vegetables,57,2024-07-12,2024-07-24,31,15
Butter,Dairy,18,2024-07-19,2024-08-18,28,7
Potato,Vegetables,80,2024-07-21,2024-07-29,46,11
Beef,Meat,15,2024-07-11,2024-07-18,34,10
Banana,Fruits,62,2024-07-18,2024-07-25,16,45
Broccoli,Vegetables,16,2024-07-21,2024-08-02,31,9
Bread,Bakery,51,2024-07-16,2024-07-19,25,32
Potato,Vegetables,81,2024-07-19,2024-07-27,46,19
Spinach,Vegetables,11,2024-07-14,2024-07-22,16,12
Bread,Bakery,29,2024-07-14,2024-07-17,25,17
Spinach,Vegetables,69,2024-07-14,2024-07-22,16,41
Orange,Fruits,86,2024-07-15,2024-08-04,42,32
Tomato,Vegetables,99,2024-07-11,2024-07-24,38,40
Orange,Fruits,44,2024-07-13,2024-08-02,42,11
Chicken,Meat,58,2024-07-22,2024-07-27,39,13
Butter,Dairy,11,2024-07-17,2024-08-16,28,13
Apple,Fruits,43,2024-07-15,2024-07-30,18,34
Shrimp,Seafood,99,2024-07-17,2024-07-23,48,48
Yogurt,Dairy,57,2024-07-11,2024-07-23,10,31
Orange,Fruits,13,2024-07-16,2024-08-05,42,7
Chicken,Meat,84,2024-07-21,2024-07-26,39,49
Apple,Fruits,52,2024-07-14,2024-07-29,18,38
Milk,Dairy,85,2024-07-11,2024-07-21,29,46
Shrimp,Seafood,84,2024-07-13,2024-07-19,48,11
Soda,Beverages,54,2024-07-23,2024-10-21,18,7
Orange,Fruits,33,2024-07-17,2024-08-06,42,14
Chips,Snacks,92,2024-07-22,2024-12-19,14,7
Tomato,Vegetables,61,2024-07-16,2024-07-29,38,18
Beef,Meat,44,2024-07-21,2024-07-28,34,12
Orange,Fruits,74,2024-07-19,2024-08-08,42,13
Potato,Vegetables,29,2024-07-16,2024-07-24,46,10
Chicken,Meat,16,2024-07-16,2024-07-21,39,10
Orange,Fruits,74,2024-07-16,2024-08-05,42,12
Yogurt,Dairy,55,2024-07-22,2024-08-03,10,28
Fish,Seafood,22,2024-07-17,2024-07-21,32,10
Fish,Seafood,94,2024-07-17,2024-07-21,32,39
Chicken,Meat,95,2024-07-10,2024-07-15,39,34
Butter,Dairy,65,2024-07-13,2024-08-12,28,22
Chips,Snacks,72,2024-07-18,2024-12-15,14,3
Bread,Bakery,74,2024-07-15,2024-07-18,25,40
Yogurt,Dairy,21,2024-07-21,2024-08-02,10,28
Yogurt,Dairy,30,2024-07-13,2024-07-25,10,41
Broccoli,Vegetables,92,2024-07-23,2024-08-04,31,32
Soda,Beverages,68,2024-07-12,2024-10-10,18,0
Shrimp,Seafood,35,2024-07-22,2024-07-28,48,17
Bread,Bakery,27,2024-07-23,2024-07-26,25,18
Yogurt,Dairy,52,2024-07-22,2024-08-03,10,33
Bread,Bakery,68,2024-07-17,2024-07-20,25,40
Carrot,Vegetables,78,2024-07-10,2024-07-20,25,44
Soda,Beverages,72,2024-07-10,2024-10-08,18,7
Spinach,Vegetables,73,2024-07-17,2024-07-25,16,36
Apple,Fruits,77,2024-07-18,2024-08-02,18,25
Cookies,Snacks,54,2024-07-19,2024-11-16,0,6
Yogurt,Dairy,74,2024-07-20,2024-08-01,10,30
Tomato,Vegetables,40,2024-07-16,2024-07-29,38,12
Tomato,Vegetables,86,2024-07-12,2024-07-25,38,41
Fish,Seafood,91,2024-07-13,2024-07-17,32,43
Broccoli,Vegetables,10,2024-07-20,2024-08-01,31,16
Cookies,Snacks,97,2024-07-23,2024-11-20,0,6
Apple,Fruits,52,2024-07-10,2024-07-25,18,37
Chips,Snacks,81,2024-07-14,2024-12-11,14,2
Spinach,Vegetables,58,2024-07-14,2024-07-22,16,35
Shrimp,Seafood,97,2024-07-17,2024-07-23,48,34
Chicken,Meat,26,2024-07-16,2024-07-21,39,11
Banana,Fruits,23,2024-07-21,2024-07-28,16,17
Chicken,Meat,14,2024-07-15,2024-07-20,39,12
Shrimp,Seafood,25,2024-07-21,2024-07-27,48,14
Fish,Seafood,55,2024-07-12,2024-07-16,32,19
Milk,Dairy,88,2024-07-11,2024-07-21,29,36
Carrot,Vegetables,48,2024-07-12,2024-07-22,25,15
Beef,Meat,54,2024-07-17,2024-07-24,34,14
Bread,Bakery,20,2024-07-23,2024-07-26,25,16
Yogurt,Dairy,36,2024-07-13,2024-07-25,10,30
Banana,Fruits,32,2024-07-17,2024-07-24,16,14
Fish,Seafood,43,2024-07-20,2024-07-24,32,16
Milk,Dairy,50,2024-07-14,2024-07-24,29,18
Carrot,Vegetables,67,2024-07-17,2024-07-27,25,37
Tomato,Vegetables,63,2024-07-21,2024-08-03,38,7
Carrot,Vegetables,17,2024-07-14,2024-07-24,25,15
Juice,Beverages,70,2024-07-11,2024-09-09,3,0
Chicken,Meat,69,2024-07-21,2024-07-26,39,18
Milk,Dairy,78,2024-07-22,2024-08-01,29,32
Chips,Snacks,42,2024-07-18,2024-12-15,14,3
Beef,Meat,62,2024-07-13,2024-07-20,34,16
Orange,Fruits,65,2024-07-17,2024-08-06,42,7
Spinach,Vegetables,22,2024-07-16,2024-07-24,16,12
Spinach,Vegetables,44,2024-07-10,2024-07-18,16,47
Shrimp,Seafood,62,2024-07-21,2024-07-27,48,19
Bread,Bakery,15,2024-07-12,2024-07-15,25,14
Soda,Beverages,12,2024-07-23,2024-10-21,18,0
Beef,Meat,37,2024-07-18,2024-07-25,34,18
Banana,Fruits,41,2024-07-10,2024-07-17,16,47
Cookies,Snacks,74,2024-07-14,2024-11-11,0,5
Chips,Snacks,66,2024-07-20,2024-12-17,14,0
Cookies,Snacks,57,2024-07-10,2024-11-07,0,0
Bread,Bakery,90,2024-07-13,2024-07-16,25,34
Tomato,Vegetables,69,2024-07-14,2024-07-27,38,19
Beef,Meat,47,2024-07-14,2024-07-21,34,16
Cookies,Snacks,25,2024-07-18,2024-11-15,0,6
Broccoli,Vegetables,70,2024-07-17,2024-07-29,31,36
Soda,Beverages,89,2024-07-14,2024-10-12,18,7
Milk,Dairy,97,2024-07-11,2024-07-21,29,38
Orange,Fruits,27,2024-07-21,2024-08-10,42,8
Banana,Fruits,82,2024-07-22,2024-07-29,16,30
Apple,Fruits,74,2024-07-18,2024-08-02,18,31
Butter,Dairy,23,2024-07-10,2024-08-09,28,6
Apple,Fruits,60,2024-07-22,2024-08-06,18,22
Butter,Dairy,35,2024-07-21,2024-08-20,28,14
Carrot,Vegetables,71,2024-07-16,2024-07-26,25,42
Bread,Bakery,14,2024-07-15,2024-07-18,25,16
Broccoli,Vegetables,31,2024-07-11,2024-07-23,31,13
Yogurt,Dairy,94,2024-07-10,2024-07-22,10,30
Soda,Beverages,65,2024-07-17,2024-10-15,18,5
Cookies,Snacks,83,2024-07-14,2024-11-11,0,2
Butter,Dairy,80,2024-07-21,2024-08-20,28,21
Cookies,Snacks,84,2024-07-16,2024-11-13,0,9
Chicken,Meat,66,2024-07-23,2024-07-28,39,14
Carrot,Vegetables,35,2024-07-17,2024-07-27,25,14
Orange,Fruits,43,2024-07-14,2024-08-03,42,9
Juice,Beverages,16,2024-07-19,2024-09-17,3,6
Banana,Fruits,96,2024-07-19,2024-07-26,16,38
Butter,Dairy,89,2024-07-23,2024-08-22,28,26
Chicken,Meat,47,2024-07-21,2024-07-26,39,19
Apple,Fruits,97,2024-07-18,2024-08-02,18,32
Cookies,Snacks,33,2024-07-21,2024-11-18,0,9
Banana,Fruits,45,2024-07-12,2024-07-19,16,48
Yogurt,Dairy,62,2024-07-18,2024-07-30,10,43
Carrot,Vegetables,28,2024-07-16,2024-07-26,25,16
Apple,Fruits,73,2024-07-23,2024-08-07,18,23
Orange,Fruits,87,2024-07-11,2024-07-31,42,33
Orange,Fruits,95,2024-07-23,2024-08-12,42,31
Fish,Seafood,69,2024-07-20,2024-07-24,32,43
Banana,Fruits,57,2024-07-14,2024-07-21,16,33
Milk,Dairy,95,2024-07-23,2024-08-02,29,30
Banana,Fruits,14,2024-07-17,2024-07-24,16,10
Bread,Bakery,18,2024-07-15,2024-07-18,25,14
Yogurt,Dairy,59,2024-07-18,2024-07-30,10,32
Juice,Beverages,89,2024-07-23,2024-09-21,3,5
Carrot,Vegetables,36,2024-07-17,2024-07-27,25,17
Chicken,Meat,30,2024-07-11,2024-07-16,39,19
Broccoli,Vegetables,81,2024-07-19,2024-07-31,31,39
Chicken,Meat,90,2024-07-13,2024-07-18,39,46
Shrimp,Seafood,24,2024-07-17,2024-07-23,48,18
Butter,Dairy,35,2024-07-12,2024-08-11,28,11
Bread,Bakery,60,2024-07-14,2024-07-17,25,33
Apple,Fruits,58,2024-07-23,2024-08-07,18,27
Beef,Meat,99,2024-07-23,2024-07-30,34,45
Juice,Beverages,91,2024-07-22,2024-09-20,3,9
Butter,Dairy,77,2024-07-17,2024-08-16,28,20
Butter,Dairy,38,2024-07-12,2024-08-11,28,5
Fish,Seafood,53,2024-07-17,2024-07-21,32,19
Soda,Beverages,82,2024-07-23,2024-10-21,18,1
Tomato,Vegetables,11,2024-07-10,2024-07-23,38,17
Soda,Beverages,57,2024-07-20,2024-10-18,18,5
Spinach,Vegetables,33,2024-07-19,2024-07-27,16,44
Tomato,Vegetables,96,2024-07-10,2024-07-23,38,48
Chips,Snacks,82,2024-07-22,2024-12-19,14,0
Orange,Fruits,19,2024-07-12,2024-08-01,42,13
Yogurt,Dairy,31,2024-07-16,2024-07-28,10,47
Shrimp,Seafood,58,2024-07-12,2024-07-18,48,16
Broccoli,Vegetables,93,2024-07-20,2024-08-01,31,31
Milk,Dairy,55,2024-07-10,2024-07-20,29,11
Potato,Vegetables,21,2024-07-18,2024-07-26,46,17
Apple,Fruits,72,2024-07-16,2024-07-31,18,38
Broccoli,Vegetables,54,2024-07-23,2024-08-04,31,13
Juice,Beverages,49,2024-07-19,2024-09-17,3,1
Milk,Dairy,14,2024-07-23,2024-08-02,29,7
Bread,Bakery,71,2024-07-21,2024-07-24,25,37
Chicken,Meat,59,2024-07-21,2024-07-26,39,19
Juice,Beverages,74,2024-07-15,2024-09-13,3,2
Potato,Vegetables,69,2024-07-17,2024-07-25,46,13
Spinach,Vegetables,53,2024-07-18,2024-07-26,16,41
Broccoli,Vegetables,18,2024-07-12,2024-07-24,31,12
Potato,Vegetables,29,2024-07-11,2024-07-19,46,10
Butter,Dairy,14,2024-07-12,2024-08-11,28,12
Fish,Seafood,79,2024-07-17,2024-07-21,32,32
Fish,Seafood,82,2024-07-12,2024-07-16,32,49
Bread,Bakery,57,2024-07-17,2024-07-20,25,40
Potato,Vegetables,98,2024-07-13,2024-07-21,46,34
Yogurt,Dairy,57,2024-07-23,2024-08-04,10,30
Apple,Fruits,28,2024-07-14,2024-07-29,18,17
Beef,Meat,48,2024-07-20,2024-07-27,34,12
Milk,Dairy,12,2024-07-17,2024-07-27,29,12
Milk,Dairy,97,2024-07-14,2024-07-24,29,33
Yogurt,Dairy,20,2024-07-15,2024-07-27,10,15
Broccoli,Vegetables,43,2024-07-11,2024-07-23,31,17
Spinach,Vegetables,79,2024-07-22,2024-07-30,16,49
Butter,Dairy,31,2024-07-14,2024-08-13,28,14
Fish,Seafood,90,2024-07-17,2024-07-21,32,39
Beef,Meat,99,2024-07-21,2024-07-28,34,44
Cookies,Snacks,97,2024-07-17,2024-11-14,0,2
Butter,Dairy,92,2024-07-16,2024-08-15,28,24
Milk,Dairy,54,2024-07-20,2024-07-30,29,19
Shrimp,Seafood,11,2024-07-18,2024-07-24,48,15
Banana,Fruits,57,2024-07-10,2024-07-17,16,37
Chicken,Meat,70,2024-07-10,2024-07-15,39,12
Yogurt,Dairy,95,2024-07-22,2024-08-03,10,28
Yogurt,Dairy,89,2024-07-22,2024-08-03,10,25
Milk,Dairy,99,2024-07-12,2024-07-22,29,33
Soda,Beverages,76,2024-07-23,2024-10-21,18,3
Broccoli,Vegetables,51,2024-07-23,2024-08-04,31,9
Butter,Dairy,89,2024-07-12,2024-08-11,28,21
Banana,Fruits,10,2024-07-12,2024-07-19,16,14
Milk,Dairy,25,2024-07-13,2024-07-23,29,19
Spinach,Vegetables,45,2024-07-17,2024-07-25,16,47
Beef,Meat,70,2024-07-21,2024-07-28,34,36
Bread,Bakery,18,2024-07-13,2024-07-16,25,18
Chicken,Meat,65,2024-07-21,2024-07-26,39,16
Tomato,Vegetables,54,2024-07-22,2024-08-04,38,12
Juice,Beverages,48,2024-07-15,2024-09-13,3,9
Banana,Fruits,55,2024-07-11,2024-07-18,16,30
Juice,Beverages,14,2024-07-17,2024-09-15,3,2
Bread,Bakery,70,2024-07-13,2024-07-16,25,46
Butter,Dairy,28,2024-07-13,2024-08-12,28,8
Butter,Dairy,20,2024-07-23,2024-08-22,28,6
Banana,Fruits,88,2024-07-17,2024-07-24,16,41
Yogurt,Dairy,75,2024-07-20,2024-08-01,10,49
Cookies,Snacks,26,2024-07-22,2024-11-19,0,3
Tomato,Vegetables,80,2024-07-11,2024-07-24,38,36
Tomato,Vegetables,91,2024-07-19,2024-08-01,38,34
Shrimp,Seafood,30,2024-07-22,2024-07-28,48,19
Orange,Fruits,39,2024-07-16,2024-08-05,42,12
Chips,Snacks,24,2024-07-16,2024-12-13,14,0
Chips,Snacks,89,2024-07-12,2024-12-09,14,8
Cookies,Snacks,11,2024-07-23,2024-11-20,0,0
Spinach,Vegetables,35,2024-07-13,2024-07-21,16,38
Juice,Beverages,78,2024-07-15,2024-09-13,3,9
Cookies,Snacks,48,2024-07-13,2024-11-10,0,9
Chicken,Meat,62,2024-07-22,2024-07-27,39,16
Broccoli,Vegetables,70,2024-07-11,2024-07-23,31,37
Soda,Beverages,10,2024-07-23,2024-10-21,18,0
Milk,Dairy,23,2024-07-15,2024-07-25,29,11
Milk,Dairy,26,2024-07-19,2024-07-29,29,12
Juice,Beverages,47,2024-07-12,2024-09-10,3,2
Orange,Fruits,99,2024-07-20,2024-08-09,42,34
Spinach,Vegetables,39,2024-07-23,2024-07-31,16,30
Beef,Meat,54,2024-07-23,2024-07-30,34,19
Chicken,Meat,25,2024-07-14,2024-07-19,39,17
Beef,Meat,65,2024-07-13,2024-07-20,34,15
Broccoli,Vegetables,77,2024-07-14,2024-07-26,31,44
Milk,Dairy,33,2024-07-16,2024-07-26,29,10
Broccoli,Vegetables,66,2024-07-14,2024-07-26,31,32
Broccoli,Vegetables,92,2024-07-23,2024-08-04,31,31
Orange,Fruits,84,2024-07-18,2024-08-07,42,5
Broccoli,Vegetables,22,2024-07-11,2024-07-23,31,18
Spinach,Vegetables,58,2024-07-20,2024-07-28,16,44
Chicken,Meat,44,2024-07-19,2024-07-24,39,10
Fish,Seafood,71,2024-07-15,2024-07-19,32,34
Tomato,Vegetables,29,2024-07-15,2024-07-28,38,11
Yogurt,Dairy,60,2024-07-11,2024-07-23,10,31
Juice,Beverages,27,2024-07-19,2024-09-17,3,5
Yogurt,Dairy,49,2024-07-10,2024-07-22,10,47
Apple,Fruits,11,2024-07-23,2024-08-07,18,6
Broccoli,Vegetables,61,2024-07-12,2024-07-24,31,15
Chips,Snacks,83,2024-07-21,2024-12-18,14,1
Milk,Dairy,71,2024-07-22,2024-08-01,29,39
Broccoli,Vegetables,47,2024-07-11,2024-07-23,31,16
Carrot,Vegetables,14,2024-07-19,2024-07-29,25,10
Soda,Beverages,33,2024-07-20,2024-10-18,18,0
Orange,Fruits,97,2024-07-22,2024-08-11,42,21
Yogurt,Dairy,33,2024-07-15,2024-07-27,10,38
Bread,Bakery,92,2024-07-19,2024-07-22,25,40
Chicken,Meat,40,2024-07-18,2024-07-23,39,17
Yogurt,Dairy,91,2024-07-21,2024-08-02,10,28
Spinach,Vegetables,21,2024-07-18,2024-07-26,16,15
Apple,Fruits,73,2024-07-20,2024-08-04,18,24
Butter,Dairy,19,2024-07-16,2024-08-15,28,12
Yogurt,Dairy,40,2024-07-12,2024-07-24,10,34
Apple,Fruits,51,2024-07-17,2024-08-01,18,44
Potato,Vegetables,48,2024-07-21,2024-07-29,46,12
Yogurt,Dairy,17,2024-07-18,2024-07-30,10,14
Shrimp,Seafood,86,2024-07-23,2024-07-29,48,13
Chicken,Meat,43,2024-07-19,2024-07-24,39,10
Banana,Fruits,85,2024-07-10,2024-07-17,16,40
Spinach,Vegetables,28,2024-07-12,2024-07-20,16,16
Milk,Dairy,24,2024-07-23,2024-08-02,29,5
Apple,Fruits,75,2024-07-10,2024-07-25,18,41
Orange,Fruits,42,2024-07-19,2024-08-08,42,13
Chicken,Meat,37,2024-07-10,2024-07-15,39,12
Carrot,Vegetables,30,2024-07-16,2024-07-26,25,12
Orange,Fruits,54,2024-07-20,2024-08-09,42,12
Tomato,Vegetables,77,2024-07-22,2024-08-04,38,21
Shrimp,Seafood,49,2024-07-12,2024-07-18,48,19
Yogurt,Dairy,74,2024-07-14,2024-07-26,10,44
Orange,Fruits,77,2024-07-13,2024-08-02,42,9
Apple,Fruits,30,2024-07-14,2024-07-29,18,11
Banana,Fruits,96,2024-07-21,2024-07-28,16,37
Milk,Dairy,77,2024-07-15,2024-07-25,29,48
Orange,Fruits,25,2024-07-10,2024-07-30,42,16
Yogurt,Dairy,71,2024-07-19,2024-07-31,10,44
Fish,Seafood,78,2024-07-18,2024-07-22,32,48
Chicken,Meat,29,2024-07-12,2024-07-17,39,19
Carrot,Vegetables,71,2024-07-15,2024-07-25,25,39
Shrimp,Seafood,14,2024-07-13,2024-07-19,48,17
Milk,Dairy,50,2024-07-14,2024-07-24,29,19
Spinach,Vegetables,10,2024-07-21,2024-07-29,16,19
Banana,Fruits,12,2024-07-12,2024-07-19,16,17
Banana,Fruits,96,2024-07-11,2024-07-18,16,35
Cookies,Snacks,61,2024-07-13,2024-11-10,0,7
Orange,Fruits,69,2024-07-18,2024-08-07,42,11
Spinach,Vegetables,91,2024-07-10,2024-07-18,16,45
Apple,Fruits,84,2024-07-18,2024-08-02,18,20
Chicken,Meat,58,2024-07-14,2024-07-19,39,15
Juice,Beverages,82,2024-07-16,2024-09-14,3,2
Butter,Dairy,10,2024-07-23,2024-08-22,28,11
Cookies,Snacks,98,2024-07-23,2024-11-20,0,4
Juice,Beverages,85,2024-07-20,2024-09-18,3,0
Cookies,Snacks,48,2024-07-11,2024-11-08,0,6
Spinach,Vegetables,88,2024-07-20,2024-07-28,16,37
Chips,Snacks,75,2024-07-14,2024-12-11,14,5
Bread,Bakery,26,2024-07-16,2024-07-19,25,18
Potato,Vegetables,25,2024-07-13,2024-07-21,46,12
Broccoli,Vegetables,28,2024-07-13,2024-07-25,31,19
Juice,Beverages,48,2024-07-11,2024-09-09,3,2
Yogurt,Dairy,32,2024-07-12,2024-07-24,10,32
Banana,Fruits,50,2024-07-12,2024-07-19,16,40
Apple,Fruits,88,2024-07-17,2024-08-01,18,49
Bread,Bakery,15,2024-07-17,2024-07-20,25,14
Bread,Bakery,39,2024-07-17,2024-07-20,25,18
Spinach,Vegetables,55,2024-07-21,2024-07-29,16,49
Juice,Beverages,64,2024-07-21,2024-09-19,3,7
Cookies,Snacks,62,2024-07-21,2024-11-18,0,4
Chips,Snacks,32,2024-07-13,2024-12-10,14,7
Bread,Bakery,58,2024-07-18,2024-07-21,25,36
Tomato,Vegetables,36,2024-07-21,2024-08-03,38,11
Spinach,Vegetables,74,2024-07-13,2024-07-21,16,36
Carrot,Vegetables,79,2024-07-11,2024-07-21,25,35
Fish,Seafood,84,2024-07-22,2024-07-26,32,35
Milk,Dairy,95,2024-07-12,2024-07-22,29,33
Chicken,Meat,40,2024-07-21,2024-07-26,39,13
Bread,Bakery,26,2024-07-13,2024-07-16,25,11
Shrimp,Seafood,88,2024-07-12,2024-07-18,48,13
Yogurt,Dairy,71,2024-07-11,2024-07-23,10,30
Juice,Beverages,97,2024-07-18,2024-09-16,3,0
Chicken,Meat,79,2024-07-11,2024-07-16,39,31
Banana,Fruits,79,2024-07-12,2024-07-19,16,48
Soda,Beverages,64,2024-07-12,2024-10-10,18,2
Banana,Fruits,96,2024-07-20,2024-07-27,16,45
Bread,Bakery,26,2024-07-15,2024-07-18,25,15
Chips,Snacks,41,2024-07-18,2024-12-15,14,6
Tomato,Vegetables,20,2024-07-14,2024-07-27,38,14
Beef,Meat,79,2024-07-20,2024-07-27,34,47
Beef,Meat,46,2024-07-22,2024-07-29,34,15
Spinach,Vegetables,58,2024-07-15,2024-07-23,16,47
Milk,Dairy,60,2024-07-22,2024-08-01,29,42
Broccoli,Vegetables,63,2024-07-10,2024-07-22,31,49
Cookies,Snacks,39,2024-07-11,2024-11-08,0,7
Tomato,Vegetables,99,2024-07-16,2024-07-29,38,47
Apple,Fruits,81,2024-07-16,2024-07-31,18,38
Beef,Meat,78,2024-07-20,2024-07-27,34,39
Shrimp,Seafood,76,2024-07-15,2024-07-21,48,16
Fish,Seafood,45,2024-07-19,2024-07-23,32,13
Potato,Vegetables,99,2024-07-22,2024-07-30,46,30
Bread,Bakery,45,2024-07-19,2024-07-22,25,12
Spinach,Vegetables,71,2024-07-19,2024-07-27,16,48
Orange,Fruits,79,2024-07-15,2024-08-04,42,14
Chicken,Meat,42,2024-07-21,2024-07-26,39,17
Tomato,Vegetables,68,2024-07-22,2024-08-04,38,12
Butter,Dairy,77,2024-07-20,2024-08-19,28,26
Beef,Meat,96,2024-07-13,2024-07-20,34,36
Juice,Beverages,89,2024-07-13,2024-09-11,3,6
Cookies,Snacks,15,2024-07-17,2024-11-14,0,1
Broccoli,Vegetables,96,2024-07-19,2024-07-31,31,40
Soda,Beverages,67,2024-07-14,2024-10-12,18,2
Chips,Snacks,39,2024-07-13,2024-12-10,14,4
Juice,Beverages,76,2024-07-10,2024-09-08,3,2
Spinach,Vegetables,13,2024-07-20,2024-07-28,16,10
Apple,Fruits,76,2024-07-11,2024-07-26,18,48
Shrimp,Seafood,87,2024-07-16,2024-07-22,48,14
Fish,Seafood,10,2024-07-12,2024-07-16,32,11
Cookies,Snacks,56,2024-07-11,2024-11-08,0,8
Apple,Fruits,81,2024-07-12,2024-07-27,18,40
Milk,Dairy,62,2024-07-19,2024-07-29,29,44
Bread,Bakery,69,2024-07-16,2024-07-19,25,41
Milk,Dairy,16,2024-07-12,2024-07-22,29,10
Yogurt,Dairy,95,2024-07-17,2024-07-29,10,33
Orange,Fruits,57,2024-07-22,2024-08-11,42,9
Carrot,Vegetables,53,2024-07-14,2024-07-24,25,40
Spinach,Vegetables,41,2024-07-18,2024-07-26,16,40
Juice,Beverages,24,2024-07-11,2024-09-09,3,6
Tomato,Vegetables,69,2024-07-15,2024-07-28,38,18
Orange,Fruits,31,2024-07-17,2024-08-06,42,7
Milk,Dairy,73,2024-07-20,2024-07-30,29,48
Carrot,Vegetables,81,2024-07-18,2024-07-28,25,48
Milk,Dairy,56,2024-07-15,2024-07-25,29,19
Spinach,Vegetables,69,2024-07-18,2024-07-26,16,30
Butter,Dairy,43,2024-07-16,2024-08-15,28,14
Shrimp,Seafood,21,2024-07-18,2024-07-24,48,12
Orange,Fruits,13,2024-07-13,2024-08-02,42,14
Orange,Fruits,24,2024-07-11,2024-07-31,42,18
Milk,Dairy,14,2024-07-18,2024-07-28,29,15
Bread,Bakery,47,2024-07-12,2024-07-15,25,19
Butter,Dairy,35,2024-07-14,2024-08-13,28,5
Soda,Beverages,67,2024-07-15,2024-10-13,18,7
Apple,Fruits,70,2024-07-12,2024-07-27,18,32
Bread,Bakery,73,2024-07-10,2024-07-13,25,34
Milk,Dairy,14,2024-07-13,2024-07-23,29,19
Carrot,Vegetables,45,2024-07-15,2024-07-25,25,12
Milk,Dairy,19,2024-07-11,2024-07-21,29,19
Milk,Dairy,51,2024-07-15,2024-07-25,29,17
Orange,Fruits,68,2024-07-17,2024-08-06,42,12
Broccoli,Vegetables,26,2024-07-17,2024-07-29,31,15
Shrimp,Seafood,26,2024-07-23,2024-07-29,48,16
Juice,Beverages,42,2024-07-12,2024-09-10,3,9
Shrimp,Seafood,70,2024-07-13,2024-07-19,48,14
Shrimp,Seafood,76,2024-07-21,2024-07-27,48,15
Beef,Meat,19,2024-07-22,2024-07-29,34,13
Orange,Fruits,52,2024-07-23,2024-08-12,42,10
Cookies,Snacks,41,2024-07-22,2024-11-19,0,1
Apple,Fruits,88,2024-07-11,2024-07-26,18,30
Soda,Beverages,34,2024-07-10,2024-10-08,18,0
Yogurt,Dairy,49,2024-07-19,2024-07-31,10,46
Orange,Fruits,85,2024-07-15,2024-08-04,42,22
Orange,Fruits,14,2024-07-21,2024-08-10,42,11
Apple,Fruits,16,2024-07-11,2024-07-26,18,19
Fish,Seafood,87,2024-07-23,2024-07-27,32,32
Milk,Dairy,38,2024-07-19,2024-07-29,29,14
Yogurt,Dairy,48,2024-07-21,2024-08-02,10,23
Beef,Meat,35,2024-07-14,2024-07-21,34,10
Carrot,Vegetables,57,2024-07-21,2024-07-31,25,39
Shrimp,Seafood,93,2024-07-12,2024-07-18,48,17
Cookies,Snacks,58,2024-07-15,2024-11-12,0,7
Chips,Snacks,69,2024-07-10,2024-12-07,14,1
Shrimp,Seafood,49,2024-07-16,2024-07-22,48,17
Broccoli,Vegetables,90,2024-07-17,2024-07-29,31,36
Banana,Fruits,44,2024-07-12,2024-07-19,16,31
Cookies,Snacks,71,2024-07-20,2024-11-17,0,9
Orange,Fruits,66,2024-07-13,2024-08-02,42,6
Banana,Fruits,37,2024-07-11,2024-07-18,16,30
Apple,Fruits,99,2024-07-22,2024-08-06,18,31
